FID,SMILES,frequency
13353,[6*]C(=O)N/N=C(/C)c1ccco1,3
13354,[8*]CN1C(=O)[C@@](O)(CC=O)c2cc(Cl)ccc21,3
13355,[7*]=CC1=Cc2ccccc2O[C@@H]1C,3
13356,[16*]c1cnc2ccc(C)cc2c1,3
13357,[3*]O/N=C(/N)C1CCCC1,3
13358,[15*][C@H]1C[C@@H](C)CC[C@@H]1C,3
13359,[16*]c1cc(N)c(C)c(F)c1,3
13360,[5*]N1CCC([C@H]2CC=CCNC2=O)CC1,3
13361,[14*]c1ncnc2c(C)csc12,3
13362,[14*]c1ncc2c(n1)Oc1c(ccnc1C)C2,3
13363,[7*]=Cc1ccc(N)cc1,3
13364,[16*]c1csc(S(N)(=O)=O)c1C,3
13365,[14*]c1n[n-]c(Cl)n1,3
13366,[13*][C@@H]1C[C@H]2CCCC[C@H]2N1,3
13367,[14*]c1ncc(Br)c(C)n1,3
13368,[15*][C@]1(O)CS[C@@H](C)C1,3
13369,[14*]c1cc2nccc(O)n2n1,3
13370,[15*][C@@H]1CC(=O)c2cn[nH]c2C1,3
13371,[13*][C@H]1CC2=c3ccccc3=[NH+][C@H]2CN1,3
13372,[4*]CC/N=C/c1ccccc1O,3
13373,[5*]N1CCN=C1C,3
13374,[5*]N1CCC[C@@H]1[C@H]1CCC[NH2+]1,3
13375,[5*][NH+]1CCC2(C1)OCCO2,3
13376,[5*]N1CCn2cccc2[C@H]1CC,3
13377,[15*][C@H]1[C@H](C)[C@H](C)O[C@@H]1C,3
13378,[8*]C[C@H](N)[C@@H](C)CC,3
13379,[7*]=C1C(=O)Nc2ccc(Cl)cc21,3
13380,[8*][C@@H](C)CCCCC,3
13381,[13*][C@H]1NC[C@H]2C[NH2+]C[C@@H]21,3
13382,[5*]N1CC[C@@]2(O)CC[NH2+]C[C@H]2C1,3
13383,[16*]c1cc(/C=N/NC(=O)CC)ccc1O,3
13384,[16*]c1cnn2c([O-])ccnc12,3
13385,[12*]S(=O)(=O)c1ccc2oc(=O)n(C)c2c1,3
13386,[16*]c1c([O-])[nH]c(=S)[nH]c1=O,3
13387,[13*][C@H]1NC(=S)NCC12C(=O)N(C)C(=O)N(C)C2=O,3
13388,[7*]=C1SC(=S)N(N)C1=O,3
13389,[5*]N1CCc2c(sc3ncnc(N)c23)C1,3
13390,[5*]NC1=[NH+]CN2C([O-])=CC(=C)NC2=N1,3
13391,[7*]=C1S/C(=N\c2ccc(F)cc2)NC1=O,3
13392,[14*]c1nn2cnnc2nc1[O-],3
13393,[9*]n1ccc([SH](=O)=O)n1,3
13394,[5*][NH+]1CC1,3
13395,[14*]c1cc(=O)c2c(=O)[nH][nH]c2[nH]1,3
13396,[13*][C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccccc2)[NH2+]1,2
13397,[13*][C@@H]1N=NC=C1CC,2
13398,[16*]c1cccc(/N=C2/NC(=O)CCS2)c1,2
13399,[14*]c1nc(C)nc2c1CCCC2,2
13400,[10*]N1CC(=O)N2CCc3c([nH]c4ccccc34)[C@]2(C)C1=O,2
13401,[1*]C(=O)CC1=C(C)N=N[C@H]1C,2
13402,[4*][C@H](C)[C@H]1Cc2ccccc21,2
13403,[16*]c1cnc(C)c(C#N)c1,2
13404,[14*]c1nc(Cl)nc2nc[nH]c12,2
13405,[5*]N1C[C@H]2CCCN2C[C@H]1C,2
13406,[9*]n1c(=O)c(I)cn(C)c1=O,2
13407,[9*]n1cc(F)c(=O)[nH]c1=O,2
13408,[4*]CC/C([O-])=N/S(C)(=O)=O,2
13409,[7*]=C[C@H]1[NH+]=c2ccccc2=C1CC,2
13410,[6*]C(=O)N/N=C\c1cccc(Br)c1,2
13411,[16*]c1ccc2c(c1)C(=O)N(C)CN2,2
13412,[13*][C@]1(C)CCCCC[NH2+]1,2
13413,[14*]c1nc(Cl)nc(Cl)n1,2
13414,[8*]CCC(=O)NNC(=O)C=O,2
13415,[5*][NH+]1CCS[C@@H]2COCC[C@@H]21,2
13416,[13*][C@]1(C)Cn2c(cc3ccsc32)C(=O)N1,2
13417,[13*][C@H]1NC(=S)N2CNC(=S)N12,2
13418,[5*]NC1=NCC2=C(CC(C)(C)CC2=O)N1,2
13419,[13*][C@H]1CC[C@@H](C)N1,2
13420,[14*]c1nnc2n1[C@H](C)CS2,2
13421,[5*][NH2+][C@@H]1C[C@@H](C)Sc2ccccc21,2
13422,[16*]c1cn(C)c2ccc(F)cc2c1=O,2
13423,[8*][C@@](C)(Cl)Br,2
13424,[13*][C@@H]1C[C@@H]([NH3+])c2ccccc2O1,2
13425,[16*]c1cccc(C#N)c1F,2
13426,[14*]c1nc(C)cn1C=O,2
13427,[14*]c1n[nH]c2c1[C@H](c1ccc(F)c(Br)c1)C(C#N)=C(N)O2,2
13428,[13*][C@]1(C)SC(N)=NN1C(C)=O,2
13429,[4*]C/C([O-])=N/S(=O)(=O)c1cccs1,2
13430,[6*]C(=O)[C@@H](C=O)CCCC,2
13431,[15*][C@@H]1C(=O)NC(=O)CC12CCCCCC2,2
13432,[14*]c1ccc([N+](=O)[O-])c[nH+]1,2
13433,[14*]c1ncnc2c1OCCO2,2
13434,[15*]C1C[C@@H]2CC[C@H](C1)C21SCCS1,2
13435,[11*]SC1=NC(Cl)=N[C@@H]2N=CN=C12,2
13436,[6*]C(=O)N/N=C1/C(=O)N(CC=O)c2ccccc21,2
13437,[15*][C@@H]1[C@@H]2C[C@@H]3OC(=O)[C@@H]1[C@@H]3C2,2
13438,[7*]=C1C(=O)C[C@@H]2[C@H]1C2(C)C,2
13439,[1*]C(=O)CS(=O)(=O)[C@@H](C)[C@H](C)O,2
13440,[5*]N1CC(=O)N(C)c2ccccc21,2
13441,[9*]n1ccc2c(C)cccc21,2
13442,[1*]C(=O)NNc1ccc(F)cc1Br,2
13443,[5*][NH+]1CCCC[C@H]2CNC[C@H]21,2
13444,[8*][C@@H]([NH3+])CCC=O,2
13445,[15*][C@@H]1CNCC12CCCC2,2
13446,[16*]c1cccc([C@H]2C(C(C)=O)=C(C)Nc3nnnn32)c1,2
13447,[16*]c1ccc2[nH]c3c(=O)n4c(nc3c2c1)SCC4,2
13448,[16*]c1ccc(/C=N\Nc2nnc3c(n2)[nH]c2c(C)cccc23)cc1,2
13449,[14*]c1cc2ncnn2cn1,2
13450,[11*]SC1=NC(=O)[C@H]2C/C(=C(\[O-])O)C(C)=NC2=N1,2
13451,[1*]C(=O)C1=C(C(F)(F)F)NC(=O)CC1,2
13452,[5*]N1C(C)(C)CC(=O)CC1(C)C,2
13453,[8*]CS(=O)(=O)c1ccc2c(c1)S(=O)(=O)N=CN2,2
13454,[16*]c1cccc(/C=N\NC(N)=S)c1,2
13455,[5*]N1CC(=O)Nc2c[nH+]n(C)c21,2
13456,[6*]C(=O)NNc1ncnc2ccccc12,2
13457,[4*][C@@](C)(CC)CCO,2
13458,[13*][C@]1(C)CCC(=O)O1,2
13459,[16*]c1cnccc1Cl,2
13460,[14*]c1nc[nH]c1Cl,2
13461,[12*]S(=O)(=O)c1cccn2c(C)nnc12,2
13462,[13*][C@H]1NCC[C@H]1C,2
13463,[5*]N1CCN(/C(C)=N/S(=O)(=O)c2ccc(C)cc2)C1,2
13464,[13*][C@@H]1CC(c2ccccc2O)=NN1,2
13465,[4*][C@H](C)[C@@H]1CCc2cccnc21,2
13466,[12*]S(=O)(=O)c1ccc(C#N)cc1F,2
13467,[13*][C@H]1CC2=C(CCCC2)S1,2
13468,[14*]c1nccc(=O)o1,2
13469,[7*]=C1CCC1,2
13470,[13*][C@H]1CC[C@@H](C)CCN1,2
13471,[15*][C@]1(O)CCC[NH+](C)C1,2
13472,[15*][C@H]1C[C@H]1C1CC1,2
13473,[15*][C@@H]1C[C@H](C)N[C@H]1C,2
13474,[9*]n1cnc2c(c1=O)CCCC2,2
13475,[13*][C@H]1C[C@@H](O)[C@@H](O)CO1,2
13476,[9*]n1cc(C(=S)N2CCOCC2)nn1,2
13477,[16*]c1ccc(/N=C/c2cccnc2)cc1,2
13478,[5*]N1CC(=O)N[C@@H]2CS(=O)(=O)C[C@@H]21,2
13479,[14*]c1cnc2cc(Cl)ccc2n1,2
13480,[16*]c1cccc2c([SH](=O)=O)cccc12,2
13481,[6*]C(=O)N/N=C(\C)c1cccc(/C(C)=N/NC=O)n1,2
13482,[1*]C(=O)CS(=O)(=O)CC(F)(F)F,2
13483,[14*]c1ncc(C)nn1,2
13484,[8*][C@H](C)[C@H](C)Cl,2
13485,[8*]C[C@H](O)C(C)=O,2
13486,[5*]NC(=S)NN1CSCC1=O,2
13487,[4*]C[C@H]([NH3+])CC(=C)C,2
13488,[14*]c1sc2[nH]c(=O)n(C)c(=O)c2c1C,2
13489,[16*]c1c(C#N)c(N)nc2c1c(=O)n(C)c(=O)n2C,2
13490,[14*]c1ncnc(NNC(N)=S)n1,2
13491,[4*]C[C@@H](O)CS(=O)(=O)c1cccs1,2
13492,[4*]CC(=O)N/N=C\c1cccc(Cl)c1,2
13493,[5*][NH+]1C[C@H]2C[C@@H](O)CN2C[C@H]1C,2
13494,[14*]c1nc2n(n1)[C@@H](c1ccc3c(c1)OCCCO3)C(C(C)=O)=C(C)N2,2
13495,[14*]c1c[n+](CC)no1,2
13496,[4*][C@@]1(C#N)CCCCC1(C)C,2
13497,[4*][C@H](C)C(=O)NNCC(N)=O,2
13498,[16*]c1c(Cl)cc(C=O)cc1Cl,2
13499,[8*]C(O)C[S@](=O)c1ccc(Cl)cc1,2
13500,[9*]n1c(C)nc2ccc(O)cc2c1=O,2
13501,[6*]C(=O)N/N=C/c1ccc(/C=N/NC=O)cc1,2
13502,[1*]C(=O)[C@H]1CCc2ccccc21,2
13503,[15*][C@@H]1CN[C@@H]2CCC[NH+](C)[C@H]12,2
13504,[8*]CC/N=c1\c(O)c(O)c1=[N+]1CCN(C)CC1,2
13505,[13*][C@@H]1N=C(c2ccccc2)CS1,2
13506,[14*]c1cc2nc3c(c(O)n2n1)CNCC3,2
13507,[5*]N[C@H]1CCCc2cc(F)ccc21,2
13508,[8*][C@H](C)/C=N/NC=O,2
13509,[1*]C(=O)C[C@@H](C)S(=O)(=O)c1cc2c(cc1C)NC(=O)CO2,2
13510,[13*][C@H]1C=C(c2ccncc2)N=N1,2
13511,[14*]c1ocnc1P(=O)(O)O,2
13512,[14*]c1[nH]c(C)c(C)c1S(=O)(=O)c1ccc(C)cc1,2
13513,[5*]N1CC[C@H]2NC(=O)NC(=O)[C@H]21,2
13514,[9*]n1c(=O)c2ccc(Cl)cc2n2cnnc12,2
13515,[16*]c1ccc(C)c(F)c1F,2
13516,[5*]NC1=CN=NC(=O)[C@@H]1Cl,2
13517,[13*][C@@H]1OC[C@H](O)[C@@H](O)[C@H]1Cl,2
13518,[15*][C@H]1C(C=O)=C(C)NC2=C1C(=O)c1ccccc12,2
13519,[14*]c1nc2c3ccccc3[nH]c(=O)n2n1,2
13520,[16*]c1ccc2c(c1)C(=O)O[C@@H]2N,2
13521,[14*]c1nc(C)nc2cnoc12,2
13522,[14*]c1ncnc(C#N)n1,2
13523,[3*]OS(=O)(=O)c1ccc2c(c1)CCCC2,2
13524,[16*]c1cc(C)c([N+](=O)[O-])cc1F,2
13525,[16*]c1cc(=O)c1=[OH+],2
13526,[16*]c1ccc2c(=O)c3c(oc2c1)C(=O)N[C@H]3c1cccc(Cl)c1,2
13527,[16*]c1cc(C)nc2ccc(Br)cc12,2
13528,[13*][C@H]1CCCCCN1S(=O)(=O)N1CCCC1,2
13529,[5*]N1CC[C@H](C)Sc2ccc(Cl)cc21,2
13530,[13*][C@H]1Sc2ccccc2N=C1O,2
13531,[9*]n1/c(=N/C(=O)CCCS(=O)(=O)c2ccccc2)sc2cc(F)cc(F)c21,2
13532,[16*]c1ccc(C2=C(C)C(N)=NS2(=O)=O)cc1,2
13533,[16*]c1ccc(S(=O)(=O)c2c[nH]c3ccc(F)cc3c2=O)cc1,2
13534,[14*]c1nc(=O)c2ccsc2[nH]1,2
13535,[8*]CN1C(=O)/C(=N\NC(C)=O)c2ccccc21,2
13536,[4*][C@@H](C(C)C)[C@H](C)CC,2
13537,[15*]C1C(=O)NCNC1=O,2
13538,[15*][C@@H]1C(=O)C(=O)/C1=N\CC,2
13539,[16*]c1ccc(O)c(C)c1O,2
13540,[9*]n1c(C)n[nH]c1=O,2
13541,[15*][C@@H]1C(=O)N[C@@H](O)N=C1O,2
13542,[8*]CS(=O)(=O)c1ccc([N+](=O)[O-])cc1,2
13543,[16*]c1c(C)cc(I)cc1C,2
13544,[14*]c1nnc2c(n1)OCNc1ccc(C)cc1-2,2
13545,[13*]C1NC(=O)N(NC(=O)CC)C1=O,2
13546,[9*]n1c(C)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,2
13547,[14*]c1n[nH]cnc1=O,2
13548,[1*]C(=O)CN1C(=O)CSc2sc([SH](=O)=O)cc21,2
13549,[5*]N/C=C/N,2
13550,[12*]S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2,2
13551,[5*]N1CCc2ccccc2[C@@H]1C=O,2
13552,[15*][C@@H]1CCNC(=O)CC1,2
13553,[13*][C@H]1N=NC(=O)[C@H]2C=C(c3ccc(F)cc3)NN12,2
13554,[10*]N1C(=O)C[C@@]2(CCSC2)C1=O,2
13555,[3*]O/N=C(\N)c1ccc(C)cc1,2
13556,[10*]N1C(=O)c2ccccc2[C@@H]1c1cn(C)c2ccccc12,2
13557,[8*]C[S@](=O)c1ccccc1Cl,2
13558,[1*]C(=O)CS(=O)(=O)C[C@H](C)CO,2
13559,[12*]S(=O)(=O)c1cc(C)c(F)cc1Cl,2
13560,[16*]c1cccc2cc3n(c12)C[C@@H](C)NC3=O,2
13561,[7*]=C1N=C(c2ccccc2C)OC1=O,2
13562,[16*]c1cc(=O)oc2c(C)cc(C)cc12,2
13563,[16*]c1ccc(/C(C)=N/NC(N)=S)cc1,2
13564,[12*]S(=O)(=O)c1c(F)cccc1Br,2
13565,[15*][C@@H]1CCN(S(=O)(=O)N2CCCCC2)C1,2
13566,[10*]N1C(=O)[C@@H]2[C@H]3CCCN3[C@]3(C(=O)Nc4ccc(C)cc43)[C@@H]2C1=O,2
13567,[1*]C(=O)C1=C(N)Oc2c(occc2=O)[C@@H]1c1ccccc1,2
13568,[5*][NH+]1CCc2[nH]c3ccccc3c(=O)c2C1,2
13569,[10*]N1C(=O)c2oc3cc(C)cc(C)c3c(=O)c2[C@@H]1c1ccccc1,2
13570,[5*]N[C@@H]1CSCc2ccccc21,2
13571,[13*][C@@H]1OCC[C@@H](O)[C@H]1O,2
13572,[13*][C@@H]1NC(=O)c2c(sc3c2CCC3)N1,2
13573,[9*]n1ncc2c(=O)[nH]nnc21,2
13574,[5*]N1CC[C@H]2N=CN=C2C1,2
13575,[16*]c1cc(N)ccc1Br,2
13576,[3*]O/N=C(/N)c1cnn(C)c1,2
13577,[8*]CCN1C(=O)C(=O)c2c(F)cc(F)cc21,2
13578,[13*][C@H]1C=C(C)CCN1,2
13579,[13*][C@@]1(O)CC(C)=NN1C(=O)CC,2
13580,[10*]N1C(=O)Cn2cccc2[C@H]1C=O,2
13581,[15*]C12CN3CCN(CC(C3)/C1=N\N=C1C3CN4CCN(C3)CC1C4)C2,2
13582,[9*]n1cnc([O-])c(C)c1=O,2
13583,[14*]c1ncnc2c1C[NH+](C)CC2,2
13584,[1*]C(=O)[C@@H](C)S(=O)(=O)c1ncc[n-]1,2
13585,[5*]N/C=C1\C(=O)c2ccccc2NS1(=O)=O,2
13586,[16*]c1ccccc1[C@@H]1CC(=O)Nc2ccsc21,2
13587,[7*]=Cc1ccc(S(C)(=O)=O)cc1,2
13588,[10*]N1C(=O)CS/C1=N\c1cccc(O)c1,2
13589,[15*][C@@]1(C)CC=CCC1,2
13590,[7*]=Cc1sc2ccccc2[n+]1C,2
13591,[7*]=Cc1ccc(Cl)o1,2
13592,[4*][C@H](C)C(=O)/C(C#N)=C1\Nc2ccccc2S1,2
13593,[10*]N1C(=O)OC2(CCCCC2)[C@@]1(C)O,2
13594,[16*]c1cccc([C@@H]2CC(=O)Nc3nc[nH]c(=O)c32)c1,2
13595,[7*]=C(C#N)c1nc2cc(C)ccc2[nH]1,2
13596,[15*][C@@H]1CC(=O)c2c(C)c[nH]c2C1,2
13597,[16*]c1ccccc1S(=O)(=O)NNC=O,2
13598,[5*]N1CCO[C@]2(C[NH2+]CCOC2)C1,2
13599,[16*]c1ccc2c(c1)NC(=O)[C@@H]1CCCCN21,2
13600,[14*]c1nnc(C)c2cn[nH]c12,2
13601,[15*][C@H]1C[C@H](C)[NH+](C)C[C@H]1C,2
13602,[5*]N[C@H]1CCCc2[nH]c(=O)ccc21,2
13603,[12*]S(=O)(=O)c1sc(N)nc1C,2
13604,[4*]CC(=O)N/N=C\c1cc(Br)ccc1O,2
13605,[5*][NH+]1CC2(CCC2)C1,2
13606,[5*]N1C(N)=[NH+]C[C@]12CCC[C@H](C)CC2,2
13607,[6*]C(=O)NNC1=CC(=O)CC(C)(C)C1,2
13608,[9*]n1[nH]c(=O)c2ccccc21,2
13609,[12*]S(=O)(=O)c1cnccc1Cl,2
13610,[16*]c1cc[n+](/C(C=O)=C(\N)S)cc1,2
13611,[12*]S(=O)(=O)c1cc(Cl)ccc1[N+](=O)[O-],2
13612,[15*][C@@]12CN3C[C@H](C[NH+](C3)C1)C2=O,2
13613,[14*]c1snc2c([O-])ncnc12,2
13614,[8*]CC[C@@H](C)CCC,2
13615,[14*]c1ccnc(C2=CC[NH2+]CC2)n1,2
13616,[13*][C@H]1NC(=O)[C@@H](C)S1,2
13617,[14*]c1nnc(C)n2c1cc1occc12,2
13618,[15*]C1CNC(Br)=C(C#N)C1(C#N)C#N,2
13619,[6*]C(=O)N/N=C1\CCCC[C@@H]1C,2
13620,[8*]CC/N=C1/CC(=O)C1=O,2
13621,[14*]c1n[nH]cc1/C=N/NS(=O)(=O)c1ccc(C)cc1,2
13622,[16*]c1ccc(/C=N/NC=O)c(O)c1,2
13623,[7*]=C1N=C(c2ccc(Cl)cc2)OC1=O,2
13624,[10*]N1Cc2cc(Br)ccc2OCC1=O,2
13625,[4*][C@](C)(CC)[C@H](C)[NH3+],2
13626,[15*][C@]1(C)CC[C@H](C)C1(C)C,2
13627,[16*]c1cnn2c1CNCC2,2
13628,[14*]c1nc2cnnn2c2ccc(Cl)cc12,2
13629,[13*]C1N=NN(/C=C/C(C)(C)C)C1=O,2
13630,[16*]c1ccccc1/C=N/N1CCNCC1,2
13631,[16*]c1c(C)oc2cc[nH]c(=O)c12,2
13632,[16*]c1ccc2c(c1)[C@@H](C=O)CC(=O)N2,2
13633,[1*]C(=O)[C@H]1SC(=S)n2c1nc(=O)c1cc(Cl)ccc12,2
13634,[9*]n1cnc2c(nc3n2CCCCC3)c1=O,2
13635,[4*][C@@H](C)[C@H]1COc2ccccc21,2
13636,[1*]C(=O)[C@@H](Br)CCCC,2
13637,[5*]N(C)/C=C\C(=O)[O-],2
13638,[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1ccc(O)cc1,2
13639,[15*][C@@H]1C(C#N)=C(N)OC(CC)=C1C=O,2
13640,[8*]CC[C@H]1CCc2ccccc21,2
13641,[15*][C@H]1CNC[C@]12COCCC(=O)N2,2
13642,[4*][C@@H](C)C(=O)N/N=C/c1ccccc1O,2
13643,[1*]C(=O)CN(C)OC,2
13644,[14*]c1sc2c(c1C#N)CC(C)(C)[NH2+]C2(C)C,2
13645,[4*]CC1=NC(=O)C2=C(c3ccc(Cl)cc3)CSC2=N1,2
13646,[13*]C1CC(c2ccccc2Cl)=NO1,2
13647,[7*]=C1CCCCC1(C)C,2
13648,[14*]c1nc2ncc(Cl)cc2[nH]1,2
13649,[12*]S(=O)(=O)c1ccc2c(c1)N(CC=O)C(=O)C[C@@H](C)S2,2
13650,[10*]N1C(=O)[C@H]2COC3(C(=O)c4ccccc4C3=O)[C@@H]2C1=O,2
13651,[16*]c1ccc(/C(C)=N/N=C2\NC(=O)CS2)cc1,2
13652,[15*][C@H]1C(=O)Oc2cc3oc(C)c(C)c3cc2[C@H]1C,2
13653,[8*][C@@H](C)CCC(=O)[O-],2
13654,[8*][C@H](C)[C@@H]([NH3+])CC,2
13655,[14*]c1c(C#N)c2c(c3nncn13)CNCC2,2
13656,[16*]c1cccc(/C=N/NC(N)=S)c1O,2
13657,[15*]C1C(=O)NN=C1C,2
13658,[5*][NH+]1CCn2cncc2C1,2
13659,[7*]=C(S)C(C)=O,2
13660,[7*]=CC1=CCCC(C)(C)C1,2
13661,[5*]N1C(N)=[NH+]C[C@@]12C[C@H](C)CC[C@H]2C,2
13662,[15*][C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1cccs1,2
13663,[10*]N1C(=O)CS/C1=N\c1ccc(C)cc1C,2
13664,[6*]C(=O)N/N=C\c1coc2ccc(C)cc2c1=O,2
13665,[7*]=C1C(=O)N(C(C)=O)c2ccccc21,2
13666,[1*]C(=O)C[C@@H]1C(=O)Nc2cc(C)nn21,2
13667,[15*][C@H]1CCC=C(Cl)C1,2
13668,[15*][C@@H]1/C(=C(/[O-])OC)C(C)=NC2=NC(S)=NC(=O)[C@@H]21,2
13669,[1*]C(=O)[C@H]1NC(=O)Cc2ccccc21,2
13670,[9*]n1ncc2c(N)ncnc21,2
13671,[4*]CC(=O)N/N=C/c1c(C)n[nH]c1Cl,2
13672,[15*][C@@H]1CC[NH2+][C@H](C)[C@@H]1C,2
13673,[15*][C@@]1(N)CCOC1,2
13674,[13*][C@@H]1[NH2+]CCC2=c3ccccc3=[NH+][C@@H]21,2
13675,[9*]n1nc2[nH]c(=O)c3ccccc3n2c1=S,2
13676,[4*]CC(=O)N/N=C/c1cc2c(cc1[N+](=O)[O-])OCO2,2
13677,[15*][C@H]1CNc2cc(C)nn2C1,2
13678,[16*]c1ccc(Cl)c(NNC(C)=O)c1,2
13679,[12*]S(=O)(=O)c1ccc(C2=NN=C(C(F)(F)F)C2)s1,2
13680,[16*]c1ccc(S(=O)(=O)c2nn[nH]c2C)cc1,2
13681,[5*]N1COc2c(Cl)cc3ccc(=O)oc3c2C1,2
13682,[14*]c1cc2c(=O)[nH]nc(C)n2n1,2
13683,[15*][C@@H]1COC[C@@H]1[NH3+],2
13684,[16*]c1ccc([C@H]2C3=C(CCCC3=O)Nc3[nH]c(=O)[nH]c(=O)c32)cc1,2
13685,[1*]C(=O)CC(=O)N/N=C/c1ccccc1,2
13686,[14*]c1ccnc(N/N=C/C2=N[C@H]3C=CC=C[C@H]3N2C)n1,2
13687,[4*]C(F)(F)C=O,2
13688,[8*]C[C@H](N)C=O,2
13689,[12*]S(=O)(=O)c1cc2ccccc2o1,2
13690,[14*]c1ncnc(N/N=C\c2c(C)c[nH]c2C)n1,2
13691,[5*]N1CC[NH2+]C[C@H]1C#N,2
13692,[7*]=C(N)c1ccccc1,2
13693,[16*]c1ccc2c(c1)nc1n2CC[NH2+]C1,2
13694,[16*]c1c[nH+]c2c(C)cccc2c1,2
13695,[5*][NH+]1CCCc2ccccc2C1,2
13696,[16*]c1ccc2c(c1)NC(=O)[C@H]2NC,2
13697,[5*][NH2+][C@@H]1CCCSc2ccc(Cl)cc21,2
13698,[16*]c1cc2nc(C)[nH]c2nc1C,2
13699,[9*]n1c(=S)[nH]c2ccsc2c1=O,2
13700,[13*][C@@H]1C=C(CC(C)C)N=N1,2
13701,[14*]c1ccn2c(n1)nc1ccccc12,2
13702,[8*][C@@H](C(=O)[O-])C(CC)CC,2
13703,[16*]c1ccc([C@H]2SCC(=O)Nc3[nH]nc(C)c32)cc1,2
13704,[7*]=C1NC(=O)N=C1[O-],2
13705,[14*]c1cc([O-])[nH]c(=O)n1,2
13706,[8*]CC(C)CC=O,2
13707,[16*]c1ccc(NNC(C)=O)c([N+](=O)[O-])c1,2
13708,[7*]=C1C(=O)Nc2cc(Cl)ccc21,2
13709,[13*][C@@H]1NN[C@@H]([C@@H]2C=C(c3ccccc3)N=N2)N1N,2
13710,[5*]NC(=S)Nn1c(C)cc(C)c(C#N)c1=O,2
13711,[9*]n1nc2[nH]c(=O)c3nn(C)cc3n2c1=O,2
13712,[5*]N1CCc2cnc(C)nc2CC1,2
13713,[14*]c1nc2c3c(C)csc3ncn2n1,2
13714,[5*][NH+]1CCc2c(C#N)csc2C1,2
13715,[13*][C@H]1C[C@@H](O)ON1,2
13716,[8*][C@@H](O)CCC(F)(F)F,2
13717,[14*]c1nc(N)c2c3c(sc2n1)C[C@H](C)CC3,2
13718,[5*]N1CC2(CCCC2)c2c(F)cccc21,2
13719,[13*][C@@H]1[NH2+][C@@H]2CCCC[C@@H]2NC1=O,2
13720,[16*]c1ccc(/C=N/N2CCNCC2)cc1,2
13721,[15*][C@@H]1[C@H](C)[C@H](C)O[C@@H]1C,2
13722,[5*][NH+]1CCC2(CC1)CC[NH+](C)C2,2
13723,[7*]=C1CS(=O)(=O)c2ccccc2C1=O,2
13724,[16*]c1ccc2c(c1)CCC2=O,2
13725,[4*]CC[C@H](C)C(=O)NNC=O,2
13726,[5*]NC1=[NH+]CCNC1,2
13727,[15*][C@H]1CC(C)(C)N(O)C1(C)C,2
13728,[14*]c1[nH]nc(O)c1C,2
13729,[7*]=C1C(=N)N2N=C(c3ccccc3F)SC2=NC1=O,2
13730,[4*]CC[C@@H](C)CCC,2
13731,[4*]CC1=CN=[NH+]C1,2
13732,[5*]NC(=N)/N=C(\[O-])CC,2
13733,[16*]c1cc(S(=O)(=O)[C@@H]2CCS(=O)(=O)C2)ccc1F,2
13734,[1*]C(=O)[C@H](CCC)C(C)C,2
13735,[13*][C@H]1N=NC(=O)[C@H]2CCNN12,2
13736,[6*]C(=O)N/N=C/[C@@H]1C=NN=C1c1ccccc1,2
13737,[4*]CCCC(=O)N=c1[nH]c2ccccc2[nH]1,2
13738,[1*]C(=O)C1=NC=C([SH](=O)=O)C1,2
13739,[16*]c1c[nH]nc1O,2
13740,[8*][C@@](O)(C=O)C(C)C,2
13741,[4*]C[C@H](CC)C(=O)[O-],2
13742,[9*]n1c(=O)oc(=O)c2cc(Br)ccc21,2
13743,[5*][NH+]1C[C@@H](C)CCC[C@H]1C,2
13744,[5*][NH+]1CCc2ccccc2[C@H]1CC=O,2
13745,[9*]n1c(O)c(/C=N/CCC)c(=O)[nH]c1=S,2
13746,[16*]c1ccc2c(c1)[C@H](c1ccc(F)cc1)NCC2,2
13747,[14*]c1nnc(/N=C(\[O-])C=O)s1,2
13748,[16*]c1coc2c(C)c3oc(=O)cc(C)c3cc12,2
13749,[16*]c1cccn2c(=O)c3c(C)c(C)sc3nc12,2
13750,[5*]N1CCCOc2ccc(C)cc21,2
13751,[6*]C(=O)/N=c1/[nH]c2ccc(Cl)cc2[nH]1,2
13752,[13*][C@]1(O)CCNC(=O)N1C,2
13753,[14*]c1cc([O-])c(/C(C)=N\O)c(=O)[nH]1,2
13754,[16*]c1cnc(C)c2o/c(=[NH+]\c3ccccc3)ccc12,2
13755,[7*]=Cc1ccc2c(c1)n(C)c(=O)n2C,2
13756,[1*]C(=O)C(C=O)C(C)(C)C,2
13757,[5*][NH+]1CCc2nc3scc(N)c3cc2C1,2
13758,[5*]NC(=[NH2+])NC,2
13759,[13*][C@H]1C=C(C(C)=O)N=N1,2
13760,[12*]S(=O)(=O)c1ccc[nH]c1=O,2
13761,[13*][C@H]1Cc2ccc(Cl)cc2C(=O)O1,2
13762,[13*][C@@]1(O)CNC2=[N+]1CCCC2,2
13763,[15*][C@@H]1C(=O)[C@@]2(C)CC[C@@H]1C2(C)C,2
13764,[4*]C[C@H](CC(=O)[O-])CC(C)C,2
13765,[10*]N1CN=C2S[C@@H]3CCCCC3=C2C1=O,2
